N,TYPE,PARENT,NAME,FILETYPE,PATH,SIZE
111,File,draw.io,GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_drag_020.html,html,./draw.io/GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_drag_020.html,32298
112,File,draw.io,GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_FETCH.html,html,./draw.io/GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_FETCH.html,28014
113,File,draw.io,architecture_data.json,json,./draw.io/architecture_data.json,5867
114,File,draw.io,GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_drag_010.html,html,./draw.io/GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_drag_010.html,26372
115,File,draw.io,CLAUDE_COBOLpro_Architecture_Internatikonal_WebGL_drag.html,html,./draw.io/CLAUDE_COBOLpro_Architecture_Internatikonal_WebGL_drag.html,19369
116,File,draw.io,.$COBOLagency_Documenta.drawio.bkp,bkp,./draw.io/.$COBOLagency_Documenta.drawio.bkp,42005
117,File,draw.io,COBOLagency_Documenta.drawio,drawio,./draw.io/COBOLagency_Documenta.drawio,44510
118,File,draw.io,GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_JSON_html.txt,txt,./draw.io/GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_JSON_html.txt,29627
119,File,draw.io,CLAUDE_COBOLpro_Architecture_Internatikonal.html,html,./draw.io/CLAUDE_COBOLpro_Architecture_Internatikonal.html,19369
120,File,draw.io,GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_JSON_Values.html,html,./draw.io/GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_JSON_Values.html,32754
121,File,draw.io,GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_drag.html,html,./draw.io/GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_drag.html,36085
122,File,draw.io,COBOLagency_KnowledgeRetention.drawio,drawio,./draw.io/COBOLagency_KnowledgeRetention.drawio,58073
123,File,draw.io,explore_01.drawio,drawio,./draw.io/explore_01.drawio,2514
124,File,draw.io,.$COBOLagency_KnowledgeRetention.drawio.bkp,bkp,./draw.io/.$COBOLagency_KnowledgeRetention.drawio.bkp,44510
125,File,draw.io,CLAUDE_COBOLpro_Architecture_Internatikonal.drawio,drawio,./draw.io/CLAUDE_COBOLpro_Architecture_Internatikonal.drawio,30085
126,File,draw.io,GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_JSON.html,html,./draw.io/GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_JSON.html,29627
127,File,draw.io,.$COBOLagency_Docu-App_Vision.drawio.bkp,bkp,./draw.io/.$COBOLagency_Docu-App_Vision.drawio.bkp,21517
128,File,draw.io,.$COBOLagency_ASPER_Documenta.drawio.bkp,bkp,./draw.io/.$COBOLagency_ASPER_Documenta.drawio.bkp,21515
129,File,draw.io,COBOLagency_ASPER_Applied.drawio,drawio,./draw.io/COBOLagency_ASPER_Applied.drawio,21519
130,File,draw.io,COBOLagency_ASPER_Documenta.drawio,drawio,./draw.io/COBOLagency_ASPER_Documenta.drawio,21517
131,File,draw.io,Gemini25Pro_COBOLpro_Architecture_International_WebGL_drag.html,html,./draw.io/Gemini25Pro_COBOLpro_Architecture_International_WebGL_drag.html,8038
132,File,draw.io,CLAUDE_COBOLpro_Architecture_Internatikonal_WebGL.html,html,./draw.io/CLAUDE_COBOLpro_Architecture_Internatikonal_WebGL.html,19369
133,File,draw.io,.$CLAUDE_COBOLpro_Architecture_Internatikonal.drawio.bkp,bkp,./draw.io/.$CLAUDE_COBOLpro_Architecture_Internatikonal.drawio.bkp,30085
134,File,draw.io,GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_JSON_FETCH.html,html,./draw.io/GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_JSON_FETCH.html,36276
135,File,draw.io,.$explore_01.drawio.bkp,bkp,./draw.io/.$explore_01.drawio.bkp,1762
136,File,draw.io,.$COBOLpro_ASPER_Applied.drawio.bkp,bkp,./draw.io/.$COBOLpro_ASPER_Applied.drawio.bkp,21519
137,File,draw.io,GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_JSON_FETCH_html.txt,txt,./draw.io/GEMINI_COBOLpro_Architecture_Internatikonal_WebGL_JSON_FETCH_html.txt,36276
138,File,draw.io,.$COBOLagency_KnowledgeRetention.drawio.dtmp,dtmp,./draw.io/.$COBOLagency_KnowledgeRetention.drawio.dtmp,59322
139,File,draw.io,COBOLagency_Docu-App_Vision.drawio,drawio,./draw.io/COBOLagency_Docu-App_Vision.drawio,21517
140,File,draw.io,.$COBOLagency_ASPER_Applied.drawio.bkp,bkp,./draw.io/.$COBOLagency_ASPER_Applied.drawio.bkp,21519
141,File,draw.io,COBOLpro_ASPER_Applied.drawio,drawio,./draw.io/COBOLpro_ASPER_Applied.drawio,21516
142,File,svg,.$COBOLpro_ASPER_Applied.svg.bkp,bkp,./draw.io/svg/.$COBOLpro_ASPER_Applied.svg.bkp,662131
143,File,svg,COBOLagency_ASPER_Applied.svg,svg,./draw.io/svg/COBOLagency_ASPER_Applied.svg,661048
144,File,svg,COBOLagency_ASPER_Applied.drawio.svg,svg,./draw.io/svg/COBOLagency_ASPER_Applied.drawio.svg,664031
145,File,svg,COBOLpro_ASPER_Applied.drawio.svg,svg,./draw.io/svg/COBOLpro_ASPER_Applied.drawio.svg,134920
146,File,svg,CLAUDE_COBOLpro_Architecture_Internatikonal.drawio.svg,svg,./draw.io/svg/CLAUDE_COBOLpro_Architecture_Internatikonal.drawio.svg,1030447
147,File,svg,COBOLpro_ASPER_Applied.svg,svg,./draw.io/svg/COBOLpro_ASPER_Applied.svg,134920
148,File,svg,.$COBOLpro_ASPER_Applied.drawio.svg.bkp,bkp,./draw.io/svg/.$COBOLpro_ASPER_Applied.drawio.svg.bkp,134929
149,File,png,COBOLagency_ASPER_Applied.png,png,./draw.io/png/COBOLagency_ASPER_Applied.png,644398
150,Dir,XML,backup,,./XML/backup,0
151,Dir,XML,.ipynb_checkpoints,,./XML/.ipynb_checkpoints,0
152,File,XML,refactor_mmdoc2oa_streamlit.xsl,xsl,./XML/refactor_mmdoc2oa_streamlit.xsl,21013
153,File,XML,NewByEclipse.xsl,xsl,./XML/NewByEclipse.xsl,220
154,File,XML,page2nxobs.xsl,xsl,./XML/page2nxobs.xsl,12759
155,File,XML,mm_doc2oa_streamlit.xsl~,xsl~,./XML/mm_doc2oa_streamlit.xsl~,98113
156,File,XML,doc2multinivel.xsl,xsl,./XML/doc2multinivel.xsl,5653
157,File,XML,doc2mm.xsl,xsl,./XML/doc2mm.xsl,2743
158,File,XML,okmap_svg2html.xsl,xsl,./XML/okmap_svg2html.xsl,5595
159,File,XML,nxh_sygma2supermodal.xsl,xsl,./XML/nxh_sygma2supermodal.xsl,5773
160,File,XML,OpenAire_LeftColumn_clean.xml,xml,./XML/OpenAire_LeftColumn_clean.xml,23121
161,File,XML,GoogleTranscript2SRT.xsl,xsl,./XML/GoogleTranscript2SRT.xsl,2243
162,File,XML,doc2pico.xsl,xsl,./XML/doc2pico.xsl,13468
163,File,XML,oa_search_all_touched.mm,mm,./XML/oa_search_all_touched.mm,424303
164,File,XML,StackO_test.xsl,xsl,./XML/StackO_test.xsl,3279
165,File,XML,OpenAire_ResearchCommunities.xml,xml,./XML/OpenAire_ResearchCommunities.xml,20106
166,File,XML,openAiRE_FOS.xml,xml,./XML/openAiRE_FOS.xml,15283
167,File,XML,NO_nxh_sygma2PaginatedResponsiveTable.xsl,xsl,./XML/NO_nxh_sygma2PaginatedResponsiveTable.xsl,5005
168,File,XML,mm_doc2_streamlit_1010.xsl,xsl,./XML/mm_doc2_streamlit_1010.xsl,98107
169,File,XML,FieldsOfScience.xml,xml,./XML/FieldsOfScience.xml,24969
170,File,XML,mm_doc2_streamlit_1030_FAIL_IMAGE.xsl,xsl,./XML/mm_doc2_streamlit_1030_FAIL_IMAGE.xsl,98897
171,File,XML,med.xml,xml,./XML/med.xml,8100
172,File,XML,st-api_all.mm,mm,./XML/st-api_all.mm,78924
173,File,XML,oa_search.mm,mm,./XML/oa_search.mm,1500389
174,File,XML,SustainableDevelopmentGoalsTargets2030_complete.xml,xml,./XML/SustainableDevelopmentGoalsTargets2030_complete.xml,106091
175,File,XML,html2doc.xsl,xsl,./XML/html2doc.xsl,4697
176,File,XML,node2oa_streamlit.xsl,xsl,./XML/node2oa_streamlit.xsl,87899
177,File,XML,doc2st_python.xsl,xsl,./XML/doc2st_python.xsl,4540
178,File,XML,doc2wcagmenu.xsl,xsl,./XML/doc2wcagmenu.xsl,10979
179,File,XML,paper_list2doc.xsl,xsl,./XML/paper_list2doc.xsl,6456
180,File,XML,streamlit_doc_nav_clean.html,html,./XML/streamlit_doc_nav_clean.html,21535
181,File,XML,st_doc.xml,xml,./XML/st_doc.xml,61037
182,File,XML,nxh_sygma_response2PaginatedResponsiveTable.xsl,xsl,./XML/nxh_sygma_response2PaginatedResponsiveTable.xsl,7684
183,File,XML,nxh_sygma_response2pdLoad.xsl,xsl,./XML/nxh_sygma_response2pdLoad.xsl,3756
184,File,XML,doc2streamlite.xsl,xsl,./XML/doc2streamlite.xsl,4441
185,File,XML,streamlit_doc_nav_clean.xsl,xsl,./XML/streamlit_doc_nav_clean.xsl,1818
186,File,XML,mm2doc_xsl.txt,txt,./XML/mm2doc_xsl.txt,4464
187,File,XML,xsl_in.xsl,xsl,./XML/xsl_in.xsl,3854
188,File,XML,mm_doc2_streamlit_1020.xsl,xsl,./XML/mm_doc2_streamlit_1020.xsl,98183
189,File,XML,svg2doc.xsl,xsl,./XML/svg2doc.xsl,5377
190,File,XML,nxobs2pd_xml.xsl,xsl,./XML/nxobs2pd_xml.xsl,2278
191,File,XML,mm_doc2_streamlit.xsl,xsl,./XML/mm_doc2_streamlit.xsl,100514
192,File,XML,oa_search.doc,doc,./XML/oa_search.doc,695337
193,File,XML,borre_xsl.xml,xml,./XML/borre_xsl.xml,76677
194,File,XML,doc2pico_document.xsl,xsl,./XML/doc2pico_document.xsl,7912
195,File,XML,mm2doc2html.xsl,xsl,./XML/mm2doc2html.xsl,279
196,File,XML,nxobs2pd_xml_nested.xsl,xsl,./XML/nxobs2pd_xml_nested.xsl,2186
197,File,XML,streamlit_html_nav_clean.xsl,xsl,./XML/streamlit_html_nav_clean.xsl,1836
198,File,XML,oa_search_all_touched.doc,doc,./XML/oa_search_all_touched.doc,621992
199,File,XML,borre.xml,xml,./XML/borre.xml,30784
200,File,XML,streamlit_doc_nav.xml,xml,./XML/streamlit_doc_nav.xml,65623
201,File,XML,nxh_sygma2html.xsl,xsl,./XML/nxh_sygma2html.xsl,5651
202,File,XML,paper_list2doc_010.xsl,xsl,./XML/paper_list2doc_010.xsl,5411
203,File,XML,mm_doc2_streamlit_xsl.txt,txt,./XML/mm_doc2_streamlit_xsl.txt,100514
204,File,XML,nxh_sygma_response2PaginatedResponsiveTableSuperModal.xsl,xsl,./XML/nxh_sygma_response2PaginatedResponsiveTableSuperModal.xsl,6983
205,File,XML,nxh_sygma_response2PaginatedResponsiveTable_2HTML.xsl,xsl,./XML/nxh_sygma_response2PaginatedResponsiveTable_2HTML.xsl,7579
206,File,XML,oa_pd_xml.xml,xml,./XML/oa_pd_xml.xml,258468
207,File,XML,mm_doc2oa_streamlit.xsl,xsl,./XML/mm_doc2oa_streamlit.xsl,98042
208,File,XML,GoogleTranscript2Doc.xsl,xsl,./XML/GoogleTranscript2Doc.xsl,1009
209,File,XML,oa_result_fields.xml,xml,./XML/oa_result_fields.xml,906
210,File,XML,OpenAire_LeftColumn.xml,xml,./XML/OpenAire_LeftColumn.xml,54181
211,File,XML,drawio2doc.xsl,xsl,./XML/drawio2doc.xsl,4430
212,File,XML,SustainableDevelopmentGoals.xml,xml,./XML/SustainableDevelopmentGoals.xml,6789
213,File,XML,mm2doc.xsl,xsl,./XML/mm2doc.xsl,4464
214,File,XML,oa_search_all.doc,doc,./XML/oa_search_all.doc,618337
215,File,XML,node2st_python.xsl,xsl,./XML/node2st_python.xsl,2758
216,File,XML,oa_sygma_all_attribs.xsl,xsl,./XML/oa_sygma_all_attribs.xsl,882
217,File,XML,doc2fos_json.xsl,xsl,./XML/doc2fos_json.xsl,1936
218,File,backup,mm_doc2streamlite_20241011_001.xsl,xsl,./XML/backup/mm_doc2streamlite_20241011_001.xsl,100390
219,File,backup,doc2streamlite_20241011_001.xsl,xsl,./XML/backup/doc2streamlite_20241011_001.xsl,3827
220,File,.ipynb_checkpoints,mm_doc2oa_streamlit-checkpoint.xsl,xsl,./XML/.ipynb_checkpoints/mm_doc2oa_streamlit-checkpoint.xsl,33657
221,File,mm,Vigilancia_Page.mm,mm,./mm/Vigilancia_Page.mm,241012
222,File,mm,SustainableDevelopmentGoals.mm,mm,./mm/SustainableDevelopmentGoals.mm,8456
223,File,mm,COBOLagency_MVP_020.mm,mm,./mm/COBOLagency_MVP_020.mm,230655
224,File,mm,UNISYS.mm,mm,./mm/UNISYS.mm,398
225,File,mm,FieldsOfScience.mm,mm,./mm/FieldsOfScience.mm,39349
226,File,mm,TASKS.mm,mm,./mm/TASKS.mm,13040
227,File,mm,COBOLagency_MVP_mm.txt,txt,./mm/COBOLagency_MVP_mm.txt,230627
228,File,mm,COBOLpro_MVP.mm,mm,./mm/COBOLpro_MVP.mm,223675
229,File,mm,StreamlitCheatsheet.mm,mm,./mm/StreamlitCheatsheet.mm,24490
230,File,mm,GoogleGemini_Prompt.mm,mm,./mm/GoogleGemini_Prompt.mm,240995
231,File,mm,COBOLagencyConcept.mm,mm,./mm/COBOLagencyConcept.mm,223632
232,File,mm,.TASKS.png,png,./mm/.TASKS.png,145222
233,File,mm,COBOLagency_MVP.mm,mm,./mm/COBOLagency_MVP.mm,230669
234,File,mm,NxOBS_v2206.mm,mm,./mm/NxOBS_v2206.mm,104601
235,File,mm,.COBOLagencyConcept.png,png,./mm/.COBOLagencyConcept.png,129524
236,File,mm,COBOLproConcept.mm,mm,./mm/COBOLproConcept.mm,230673
237,File,mm,COBOLagency_MVP_010.mm,mm,./mm/COBOLagency_MVP_010.mm,230638
238,File,mm,.UNISYS.png,png,./mm/.UNISYS.png,44358
239,File,mm,OpenAIRE_ExplorePage.mm,mm,./mm/OpenAIRE_ExplorePage.mm,129323
240,File,mm,.COBOLagency_MVP_010.png,png,./mm/.COBOLagency_MVP_010.png,61656
241,File,mm,Base_Page.mm,mm,./mm/Base_Page.mm,124445
242,File,mm,SISTEMA_INTELIGENTE_COMPONENTES.mm,mm,./mm/SISTEMA_INTELIGENTE_COMPONENTES.mm,5800
243,File,mm,OKRocketConcept.mm,mm,./mm/OKRocketConcept.mm,55299
244,File,mm,.COBOLagency_MVP.png,png,./mm/.COBOLagency_MVP.png,59205
245,File,output,prueba_sax.xml,xml,./output/prueba_sax.xml,238616
246,File,csv,fs_scan_20250430235455.csv,csv,./csv/fs_scan_20250430235455.csv,32716
247,File,csv,fs_scan_20250502113903.csv,csv,./csv/fs_scan_20250502113903.csv,32716
248,File,csv,fs_scan_20250502101938.csv,csv,./csv/fs_scan_20250502101938.csv,32716
249,File,csv,fs_scan_20250502101828.csv,csv,./csv/fs_scan_20250502101828.csv,32716
